"id","content","publishTime","sid","zan","nozan"
"3605","因为你看到别人渣的一面，没看见别人身上值得学习的地方","2017-04-06 00:15:02","1555","0","0"
"3606","我也很疑惑","2017-04-06 00:15:54","1551","0","0"
"3607","在公交车上午休和在公交车上扯淡，额，你们开心就好","2017-04-06 00:16:39","1554","0","0"
"3608","其实你想想，活着也没啥意思，天天都要吃喝拉撒，还是多想想用什么方式比较好（微笑）","2017-04-06 00:18:24","1550","0","0"
"3609","然后楼主来华工被掰弯了","2017-04-06 00:29:38","1559","0","0"
"3610","美女还是挺多的，不过我刚好错过，哈哈哈哈哈哈","2017-04-06 00:30:27","1559","0","0"
"3611","无心的嘛","2017-04-06 00:30:40","1554","0","0"
"3612","就是我，咋滴","2017-04-06 00:35:18","1525","0","0"
"3613","不是觉得渣男更好，而是开始喜欢他的时候，不知道他是渣男，很靠谱的男生谈恋爱可能就是还没达到跟你在一起的那种感觉，只是觉得可惜吧，但是这种也不会想念太久，毕竟没有感情基础，....","2017-04-06 08:50:48","1555","0","0"
"3614","不是觉得渣男更好，而是开始喜欢他的时候，不知道他是渣男，很靠谱的男生谈恋爱可能就是还没达到跟你在一起的那种感觉，只是觉得可惜吧，但是这种也不会想念太久，毕竟没有感情基础，....","2017-04-06 08:50:49","1555","0","0"
"3615","不是觉得渣男更好，而是开始喜欢他的时候，不知道他是渣男，很靠谱的男生谈恋爱可能就是还没达到跟你在一起的那种感觉，只是觉得可惜吧，但是这种也不会想念太久，毕竟没有感情基础，....","2017-04-06 08:50:49","1555","0","0"
"3616","赞！～","2017-04-06 09:48:08","1561","0","0"
"3617","哈哈哈哈&hellip;，美女从你身边经过的很多，你得鼓起勇气要个联系方式才行","2017-04-06 11:01:31","1559","0","0"
"3618","慢慢来吧，给自己","2017-04-06 12:44:32","1563","0","0"
"3619","慢慢来吧，给自己一点时间。然后做很多的事情。实在不行，再追她","2017-04-06 12:45:33","1563","0","0"
"3620","很棒","2017-04-06 13:18:27","1561","0","0"
"3621","你可以以我作为标准，但凡比我帅的男生不是异性恋。若要知具体可以联系我。","2017-04-06 13:47:03","1564","0","0"
"3622","敢问楼上 比你帅的是同性恋 不如你帅的是异性恋 那你是什么？","2017-04-06 14:13:42","1564","0","0"
"3623","把他作没的时候就能改了/手动微笑","2017-04-06 14:16:31","1566","0","0"
"3624","嗨呀，多大点事哦。加油哦","2017-04-06 14:19:04","1566","0","0"
"3625","是双咯！哈哈","2017-04-06 14:20:26","1564","0","0"
"3626","你跟他相处逛街的时候，你看他会不会看你的和别的女生的胸，看他会不会看别的帅哥，就酱紫","2017-04-06 14:24:20","1564","0","0"
"3627","说得很对","2017-04-06 17:24:27","1561","0","0"
"3628","我提醒了，但是！两个男生完全沉浸在自己的世界！还要我怎样？","2017-04-06 18:24:50","1554","0","0"
"3629","但是！我不开心啊！困的要死，咋开心？咋开？","2017-04-06 18:25:49","1554","0","0"
"3630","无心？车上除了公交噪音和播报员说话，只有他俩说话，其他人都在昏昏欲睡！","2017-04-06 18:27:32","1554","0","0"
"3631","这很正常 我也遇到过很多这样的男生 也是华工的","2017-04-06 19:34:48","1567","0","0"
"3632","表示没看过华工的美女","2017-04-06 19:37:37","1559","0","0"
"3633","打的一般的可以吗哈哈","2017-04-06 19:38:13","1556","0","0"
"3634","有！感情神似！当初相约清华北大，结果华工中大，唉，不说了","2017-04-06 20:02:55","1568","0","0"
"3635","句句在理，很强势","2017-04-06 20:30:00","1561","0","0"
"3636","棒，记得大一时基本上每周都会参加一次志愿活动，一年就有70个小时，也是挺惊讶的","2017-04-06 21:10:12","1561","0","0"
"3637","楼上hhhhhh","2017-04-06 22:29:20","1568","0","0"
"3638","赞！","2017-04-06 23:30:12","1561","0","0"
"3639","一楼也是有故事的人哦","2017-04-06 23:33:58","1567","0","0"
"3640","我是一楼，二楼为什么笑了","2017-04-07 00:31:06","1568","0","0"
"3641","其实这就是人生&hellip;&hellip;遗憾未尝不是一种美，多年后提起年少时爱恋轻狂，或许那个人已经不在身边，或许那个人已经不记得你的存在，可是这有能怎样呢，我们为自己而活，这也未尝不是一种回忆美啊٩(๑^o^๑)۶","2017-04-07 08:23:54","1578","0","0"
"3642","(ಡ&omega;ಡ)hiahiahia 对不起，我笑了，吸骂能力，厉害了(๑˙ー˙๑)","2017-04-07 08:24:44","1576","0","0"
"3643","不会啊，楼楼可以和男票沟通一下，说不定他并没有那么接受不了你的改变。我和楼楼一样，也是高考后在一起，却他在西安我在广州。那时候我还很小白的时候，他就说不喜欢女生化妆，特别是化很浓的妆。可是我现在经常见他时候涂大红唇啊，他还是一脸宠溺。所以啊，真正喜欢你的人，会喜欢任何模样的你。没有谁会是一成不变的，成长以后的你会更有魅力啊。","2017-04-07 09:09:25","1568","0","0"
"3644","这小说写得挺好，我们可以来交流一下。","2017-04-07 10:31:33","1579","0","0"
"3645","+_+我也感觉慢慢的变成这样，可能男生太多了吧","2017-04-07 11:30:31","1579","0","0"
"3646","说得好，赞","2017-04-07 13:12:10","1577","0","0"
"3647","说得不错","2017-04-07 13:45:04","1577","0","0"
"3648","能撩。。其实我希望找个对象","2017-04-07 14:36:40","1579","0","0"
"3649","你们这些女生","2017-04-07 15:56:15","1579","0","0"
"3650","北十三有三个经常穿比较洛丽塔衣服的，学生制服的没注意过","2017-04-07 16:42:52","1580","0","0"
"3651","知足吧，看着你就想起自己的ta，回想起来挺难受的。你可以告诉他你的改变，他也一样会爱你。加油，祝好","2017-04-07 20:12:39","1568","0","0"
"3652","关你屁事","2017-04-07 20:41:15","1574","0","0"
"3653","你还是珍惜一点吧，不仅是那些男生会受伤，还有于你的流言蜚语，最后一个个离你而去后，又会轮到你独自伤感了","2017-04-07 20:48:44","1579","0","0"
"3654","异性恋必然会看美女的腿啊、胸啊、屁股啊～～同性恋就不知道了","2017-04-07 20:48:59","1564","0","0"
"3655","矮个里拔将军嘛","2017-04-07 20:49:47","1559","0","0"
"3656","不要再最应该选择约炮的年龄选择了真爱(๑ゝ&omega;╹๑)","2017-04-07 20:50:15","1558","0","0"
"3657","表示好奇，无奈不会找资源，也不知道谁有，我那杀千刀的前任让我开了一次荤后就消失了，已经两年没有性生活，你若不举，便是晴天。","2017-04-07 22:28:59","1583","0","0"
"3658","哇，小灯神看片，指日可待","2017-04-07 22:33:50","1583","0","0"
"3659","老哥，稳！","2017-04-07 22:47:12","1572","1","0"
"3660","我是悄主，经过了解，的确是洛丽塔的服装。以前看到像哥特风，今天看到的是海军风。对了，发型是双马尾","2017-04-07 22:56:40","1580","0","0"
"3661","1楼可以问我要，我有很多纯爱风的","2017-04-07 22:58:18","1583","0","0"
"3662","没看过，挺好奇的。。。一直很郁闷你们男生怎么找到的资源","2017-04-07 23:15:29","1583","0","0"
"3663","灯神的一股泥石流","2017-04-07 23:29:18","1583","0","0"
"3664","约pao这种事只是各取所需罢了 ","2017-04-07 23:54:15","1583","0","0"
"3665","真好 我们只有女生撩女生~_~","2017-04-07 23:56:23","1579","0","0"
"3666","真好 我们只有女生撩女生~_~","2017-04-07 23:56:23","1579","0","0"
"3667","还是分手吧。。。","2017-04-08 00:10:08","1584","0","0"
"3668","分吧，太束缚","2017-04-08 00:11:25","1584","0","0"
"3669","分吧","2017-04-08 00:21:30","1584","0","0"
"3670","可以先沟通一下呀，遇见互相喜欢的人不容易","2017-04-08 00:29:27","1584","0","0"
"3671","楼上扎心了","2017-07-10 22:41:10","1574","0","0"
"3672","hhh","2017-04-08 01:13:30","1581","0","0"
"3673","自己挂念自己","2017-04-08 03:02:03","1587","1","0"
"3674","一个人未必没有两个人精彩啊","2017-04-08 08:34:06","1588","0","0"
"3675","楼上那么多不会找资源的，这种文献搜索能力怎么搞科研呢？(눈_눈)
百度一下感兴趣的女优，挑个番号，百度番号，在搜索结果里多试几个ed2k链接，分分钟找到。","2017-04-08 10:02:07","1583","0","0"
"3676","唔&hellip;&hellip;在朋友圈发个想脱单的动态，设置只有他可见，等他来表白","2017-04-08 10:20:19","1571","0","0"
"3677","这种男朋友留着过年？谈恋爱不是互相束缚的。这样谁也走不远。应该各自保留各自的空间，共同发展进步。","2017-04-08 10:20:33","1584","0","0"
"3678","同感，我是女生，会害怕自己伤害到别人","2017-04-08 12:42:41","1588","0","0"
"3679","你真棒","2017-04-08 13:19:18","1586","0","0"
"3680","性欲才是第一生产力是什么意思","2017-04-08 13:20:51","1583","0","0"
"3681","你是荷尔蒙不够吧少年(=_=)","2017-04-08 13:40:24","1588","0","0"
"3682","万一电脑中毒怎么办~又不会修电脑。。。。","2017-04-08 14:01:57","1583","0","0"
"3683","唉","2017-04-08 14:03:44","1589","0","0"
"3684","我也觉得单身好好","2017-04-08 14:19:44","1588","0","0"
"3685","真的惨。。同情你","2017-04-08 14:21:53","1589","0","0"
"3686","学会理解","2017-04-08 14:33:08","1589","0","0"
"3687","求各位写评论哈^&omega;^","2017-04-08 14:47:29","1589","0","0"
"3688","实话实说，班长并没有那么多事。不过互相理解吧。","2017-04-08 15:13:10","1589","0","0"
"3689","没法理解....说分手算了","2017-04-08 15:21:42","1589","0","0"
"3690","我的经验告诉我，不是不喜欢，而是情未到深处，当达到一定程度，我懂你你也会懂我","2017-04-08 18:00:55","1589","0","0"
"3691","难道是电院的张然？","2017-04-08 19:33:11","1595","0","0"
"3692","感情有四个阶段，热恋，反依赖，怀疑，稳定。可能你们处在反依赖阶段，一方希望多一些个人空间，一方感觉被冷落希望多点关注。这时候只要好好沟通就可以解决问题了，双方互相退让一点。","2017-04-08 19:39:48","1589","0","0"
"3693","666666","2017-04-08 20:14:15","1593","0","0"
"3694","66666","2017-04-08 20:26:15","1593","0","0"
"3695","6666666666666666666","2017-04-08 20:27:08","1593","0","0"
"3696","666666","2017-04-08 20:30:13","1593","0","0"
"3697","向楼上司机势力低头","2017-04-08 20:56:51","1595","0","0"
"3698","此处应摔玻璃杯？","2017-04-08 20:57:22","1594","0","0"
"3699","单身狗保护协会表示你这是属于花式虐狗你知道吗","2017-04-08 20:58:09","1593","0","0"
"3700","话不投机半句多，长大后才学会不去试图和某些人理论","2017-04-08 20:59:37","1592","0","0"
"3701","66666666","2017-04-08 21:15:23","1593","0","0"
"3702","666666","2017-04-08 22:32:24","1593","0","0"
"3703","花式虐狗","2017-04-08 22:33:35","1589","0","0"
"3704","保护单身狗","2017-04-08 22:34:03","1588","0","0"
"3705","艾！单身久了！连男生也觉得眉清目秀了！","2017-04-08 22:35:15","1585","1","0"
"3706","666666","2017-04-08 22:38:30","1593","0","0"
"3707","这是撩汉的神级属性啊","2017-04-08 22:43:42","1596","0","0"
"3708","66666666","2017-04-08 22:50:10","1593","0","0"
"3709","666666666","2017-04-08 22:50:22","1593","0","0"
"3710","不必去理论，不过话说，入党动机还是要端正，心正，以后的路才会正，才会顺。","2017-04-08 23:01:46","1592","0","0"
"3711","每周约好时间了，就好好在一起聊聊天，转转，不去想其他的事情啊。我觉得男生要计划好，能多陪就多陪会吧。","2017-04-08 23:04:54","1589","0","0"
"3712","话说，我想多陪一下她，可她好忙，不过我很理解她，（我们异地来着），我属于那种希望默默陪着她，支持她，当然自己也得努的男生吧。不过还是很想很想见她。","2017-04-08 23:09:40","1589","0","0"
"3713","这样就有些过分了，两个人是要相互理解，信任的。尤其是信任很重要的，和他坦诚交流，自己不单独和男生去玩也是应该的。但正常的交流啊。包括去游泳，这很正常啊","2017-04-08 23:12:58","1584","0","0"
"3714","666666","2017-04-09 00:15:03","1593","0","0"
"3715","逼自己忙起来","2017-04-09 00:46:45","1597","0","0"
"3716","我就是发这个悄悄话的人：晚上我就给他发了一句大概结束意思的话~然后他说,因为这句话，看到后自己从未如此脆弱过~感觉自己崩溃了，没有一点气力&hellip;&hellip;&hellip;&hellip;打了电话，他又说不出什么，可以感受到他语无伦次，很难过&pi;_&pi;&hellip;&hellip;我就心软了，告诉他我的想法，说以后会好好陪我，其他的事情都不重要，我才是最重要的，好感动&pi;_&pi;","2017-04-09 01:02:11","1589","0","0"
"3717","觉得单身好+1","2017-04-09 01:21:10","1588","0","0"
"3718","男友也是占有欲太强，觉得虽然应该不是信任问题，但是很容易不开心，彼此硬撑实在有点累，但是不舍得放","2017-04-09 02:09:48","1584","0","0"
"3719","小短腿跑快点","2017-04-09 02:15:51","1598","0","0"
"3720","小短腿还跑那么快","2017-04-09 02:16:03","1598","0","0"
"3721","是不是觉得幸福来的太突然猝不及防","2017-04-09 02:16:20","1598","0","0"
"3722","加油。我和你境遇一样。","2017-04-09 08:57:47","1599","0","0"
"3723","抱抱~~真的很爱他就默默地爱吧","2017-04-09 09:12:00","1599","0","0"
"3724","真爱！！！","2017-04-09 09:14:14","1593","0","0"
"3725","一个人太久，觉着自己一个人也可以或，连爱人的想法都没有了","2017-04-09 09:15:44","1588","0","0"
"3726","我也很好使，你们怎么找到资源的","2017-04-09 09:18:03","1583","0","0"
"3727","阿 谢谢楼上~
恩 猝不及防 哈哈哈哈哈哈","2017-04-09 09:29:24","1598","0","0"
"3728","没事，约他出来炮","2017-04-09 09:37:41","1599","0","0"
"3729","无聊","2017-04-09 09:38:16","1593","0","0"
"3730","我偏不发言&hellip;&hellip;(ಡ&omega;ಡ)hiahiahia ","2017-04-09 10:06:53","1601","0","0"
"3731","表示不是很了解就在一起了，只因他让我觉得他以后会对我很好。。。。","2017-04-09 10:23:38","1601","0","0"
