"id","gender","grade","content","award","publishTime"
"3545","女生","大四","啊啊啊，小灯神，痛经的我需要一个和我一起拼单买止痛药的孩子啊。男孩子也可以买给女朋友啊。自己已经吃了一盒了。虽然价格稍高，但真的超级有效，两盒才给卖啊   T_T","75真的是淘宝上的良心价了。很多99还不包邮的。女孩子一定要试一下这个。60粒保你两年大姨妈不痛了。","2017-02-21 15:15:37"
"3546","女生","大二","14无机班的朋友在那里？我要你们班那个跳高很厉害的男生的微信！上学期打听了他没有女朋友的哈。","如果我和他好了以后吃饭带上你，微笑！","2017-02-21 17:42:23"
"3547","女生","大一","北校准备辅修计算机的妹子_(:з」&ang;)_有很多选课的问题希望问一下修过的老司机。
另外求组队一起辅修计算机呀 ：)","报酬请吃饭或者发红包或者介绍漂亮妹子什么的都可以啊_(:з」&ang;)_","2017-02-21 19:42:51"
"3548","女生","研究生","灯神，我是南校研一的孩子，这周日有空的一起去大学城和长洲岛骑车呀，是群里人一起，人数很多可以认识很多人，晚上可以一起回来。","真挚的朋友","2017-02-21 20:01:40"
"3549","男生","大二","出售山地车一台，200，点联系方式有图","山地车","2017-02-21 20:54:33"
"3550","男生","大二","经常一个人去图书馆会感到孤单，有志同道合的大二女生吗？交个朋友吧，可以互说心事","一顿饭","2017-02-21 21:00:56"
"3551","男生","大二","出售山地车一台，200，点联系方式有图","卖车随便交个朋友吧哈哈(不然小灯神不通过审核)。。。以后可以一起骑车啊，前几天刚好骑去佛山了，甚是酸爽","2017-02-21 21:33:23"
"3552","男生","大三","有没有人可以转卖你们学过的《化工原理》上下册和学习辅导给我，如果有上课用的PPT课件更好了，重酬！","华工的饭堂一顿饭","2017-02-21 22:11:20"
"3553","女生","研究生","灯神，我是个活泼外向的女生，想找个会聊天温柔的男生，陪我一起疯。。。","喝巧克力，唱歌都可以哦。。","2017-02-21 22:34:40"
"3554","男生",\N,"找一个漂亮一点的女生 广东的就行","","2017-02-21 22:52:28"
"3555","男生",\N,"想找一个漂亮的女生 在广东就可以 或者工作在广东，我刚刚工作事业心比较重 所以希望有女生可以加我 非诚勿扰 我肯定也没时间也不是想去yuepao的  希望能互相都有诚意","","2017-02-21 23:06:10"
"3556","男生","大四","我是华农的男生，有没有同学有兴趣在三四月份去旅行呀，台湾，泰国，贵州，成都，都可以都可以，7-10天左右，男女不限，已经找到人我可能就不通过好友哦，见谅～","交个朋友嘛，好处多多说不完","2017-02-22 00:25:11"
"3557","男生","大四","","","2017-02-22 13:13:15"
"3558","男生","大四","最近和朋友听曲子，评论很开心，于是想把喜欢的曲子和它的好的评论当日记一样收藏起来，然后昨天就动手搞成了公众号:曲魂。也即&ldquo;以曲安魂&rdquo;。用音乐来洗涤自己的心灵。
喜欢这类曲子的可以关注公众号然后可推荐制作收藏自己所喜欢曲目的单曲推送。
呐，算给我们皇家理工单身贵族的福利呦～
主要是听这类曲子的人实在是比较少～～
歌曲推送以治愈系为主，曲目小调为多，偏好新世纪音乐","来听曲咯","2017-02-22 15:05:21"
"3559","女生","大一","灯神啊灯神，我对配音非常感兴趣，却不知道如何入门。想找一个能知道广州哪儿有配音培训机构的人了解一下，或者如果你很喜欢配音，求抱大腿~谢谢~","私下协商好咩（星星眼）","2017-02-22 15:42:46"
"3560","男生","大四","因为这两天和朋友讨论歌曲很开心，就想把喜欢的曲子和它的评论收集起来做成推送。昨天就创了公众号:曲魂。意即:以曲安魂。
喜欢这类音乐的人不多。
有类似兴趣的可以关注，加入公众号来推荐自己的曲目，收集该曲的经典评论。
目标主要为治愈向。多为小调，音乐风格偏新世纪音乐类型。
呐。作为对某些低调的皇家理工单身贵族们的召唤。
不要清高，不要傲娇，要治愈～","听歌吧","2017-02-22 16:27:05"
"3561","女生","大四","灯神大神，我是一名大四狗~有一份兼职，也可以说是实习，需要一位大四的宝宝✺◟(&lowast;❛ัᴗ❛ั&lowast;)◞✺
公司：金域医学检验中心有限公司
部门：社会工作部
地点：官洲
工作内容：主要是文职，写总结，通知，协助其它部门组织活动。
工作时间：理论上8：30-12：00a.m
13:30-18：00p.m
要求：大四，男女不限，有责任心。最好是考上研的同学，一边准备复试，一边体验实习生活。有一位漂亮的姐姐带。上级领导是一位慈祥的老书记哈哈୧(๑&bull;̀⌄&bull;́๑)૭
虽工资不高，但工作环境优越，氛围很好。具体可细聊。","一份让你生活与工作互相加分的实习。","2017-02-22 17:42:08"
"3562","男生","大二","学习PUA有半年了，想知道有没有也在这条路走过的人。或者你现在感情生活出现了问题，不知道怎么解决，想学习pua大家也可以交流，半途而废的人，就不要打扰了。","开启新的世界","2017-02-22 18:50:44"
"3563","男生","大四","听说这里是个神奇的地方
那我就来试一试","","2017-02-22 18:56:19"
"3564","女生","研究生","灯神啊灯神，我有一套2015版注册岩土工程师必备规范汇编（上册+下册），之前200块入，翻都没翻过，有谁想要么，150出～可小刀。","一套天书。。。","2017-02-22 20:51:56"
"3565","男生","大三","嗯，本人长相一般，但是健谈，176cm，喜欢画卡通画，喜欢吃，喜欢旅游，一直都单身，可能是自己一直都比较不敢主动，希望可以找到一个心仪的女生。救命啊哈哈哈，第一次写这种东西，我可能是疯了&hellip;但是我觉得我这么&quot;好人&quot;也应该尝试照顾照顾别人啊&hellip;忐忑不安又有点小期待&hellip;我可能是疯了&hellip;认识我的求别说话&hellip;","","2017-02-22 22:38:33"
"3566","男生","研究生","我想结交一位电力学院研二的学生，想请教电力并网的一些事情，非常感谢这个平台能给这个机会，谢谢你们。","不管成不成至少有一顿饭，其余的看我们是否合拍，交个朋友，k歌，打球，爬山等等都可以。","2017-02-22 22:50:27"
"3567","男生","大二","华工北校数学系大二男生，求一份家教兼职，高中数学理综均可。个人表达能力出色，逻辑思维缜密，有过一定家教经验。","唱一首歌送你","2017-02-23 11:19:58"
"3568","女生","大一","希望找一个能经常逗我笑的男生","私下慢慢聊","2017-02-23 12:16:17"
"3569","男生","大一","工科生，但是喜欢音乐，尤其是古典，学过一点钢琴，喜欢搞笑，有点小逗比，喜欢分享，想要找一个女生一起欣赏音乐一起说笑，一起过喜欢的生活","不同的人给不同的报答","2017-02-23 13:51:04"
"3570","女生","大四","灯神啊灯神，不知道发个招聘信息会不会过审！广州晓教育公司需要招一批初中和小学教师，希望能为即将毕业但还没找到工作的童鞋们提供一个就业机会，有兴趣的同学可以联系我了解一下具体的。","Offer","2017-02-23 14:48:29"
"3571","男生","大三","因为长期在外实习，用不到它，所以想要转让给有需要的人，车子比较新，买了四个月左右，速度与力量都有，有意可以私聊哦","一辆满意的车","2017-02-23 16:22:52"
"3572","男生","大一","大一，下半年会去北校。希望找一个聊得来的女生，生活不要太单调，我会一点点钢琴，喜欢音乐，喜欢说笑","一顿饭 一首歌","2017-02-23 17:15:47"
"3573","女生","大三","本人潮汕揭阳妹子一枚，喜欢吃喜欢睡，有点小黄暴，求175以上潮汕汉子多枚～","","2017-02-23 19:05:58"
"3574","女生","大二","小灯神，我是个上得了厅堂下得了厨房，懂体贴的女生，希望在此找到有缘人，哈哈～～","","2017-02-23 23:31:21"
"3575","女生","大一","其实我觉得我们在一起很合适。你知道我说的是你。","。","2017-02-23 23:53:43"
"3576","男生","大一","Scuter 们好，我想求一份法学院大一课表和新闻与传播学院大一课表，两院的小伙伴私我呀","一顿饭，麦当劳一类的^_^","2017-02-23 23:57:38"
"3577","女生","大一","灯神阿灯神 我想问问有没有人有家教或者其他兼职推荐 我想找份工作减轻一下家里的经济负担 拜托了～","一个红包","2017-02-24 16:07:15"
"3578","男生",\N,"灯神，我是15年浙大毕业生，现在广州工作。想找爱折腾，好挑战的同学一起做一件很有趣的事:趣味&ldquo;保险&rdquo;。例如&ldquo;脱单险&rdquo;，被保人一年后没能成功脱单，平台派一帅哥或靓女陪着吃饭、逛街、电影等以表安慰。有兴趣的同学来聊我吧。","除了饭，还有一个施展自己的机会哦","2017-02-24 21:07:18"
"3579","男生","大一","虽然才大一，但生活圈子好像越来越小了，平时都接触不到几个女生，真诚得想在这里交一些异性朋友。","一个好朋友","2017-02-24 21:42:37"
"3580","女生","大三","有没有喜欢街舞的人，我想要跟你一起研究舞蹈，生活有爱好才不会无趣","做共同爱好的朋友","2017-02-24 21:43:37"
"3581","男生","大三","灯神，我是北校大三学生，想找14级轻工学院黄雅婷，报的srp项目，想找到她询问一下","任意","2017-02-24 22:11:54"
"3582","女生","大一","想找一个帮我抢课的男票","","2017-02-24 22:27:23"
"3583","女生","大二","灯神啊  我想求助！！北区有没有一整个空的女生宿舍啊哭泣！宿舍寒假闹鼠灾，很严重的那种！只有我们宿舍！而且看样子以前会的，可能以后也会！回去都不知道怎么住了。。。不知道有没有空宿舍啊我们好整个宿舍一起搬过去，受不了了。。。求助求助有知道的麻烦告诉我一声谢谢。。。！！","私下协商！","2017-02-24 23:02:04"
"3584","男生",\N,"免费招募2017年淘宝内部优惠卷代合作可以分佣金40%，","一个小礼物","2017-02-24 23:55:41"
"3585","女生","大一","想问问有木有人知道大学城（最好是华工附近啦）有没有便宜点的房子出租呀，毫无头绪。。。","你说咯","2017-02-25 00:26:37"
"3586","男生","大三","有没有人在校医院做过根管治疗的？不知道效果好不好。或者有什么好的推荐也可以，谢谢","一个红包？","2017-02-25 08:23:23"
"3587","男生",\N,"灯神啊灯神，我是u4none，我想找到LXY，C11的。因为，我相信她不会忘记。","一个星期的四海一家","2017-02-25 11:03:07"
"3588","男生","大二","出售一本《算法导论》（计院算法设计与分析的教材）班里统一订的，购价100。一是觉得太厚了自己可能根本看不完，二是实在穷逼，便宜出了...有意者请联系","听说学算法的都是大学霸","2017-02-25 12:20:11"
"3589","女生","大二","有没有人一起运动呀，跑步/打羽毛球/健身～有队友一起锻炼超级棒哒✨","我觉得陪伴就是最好的礼物啦","2017-02-25 14:53:40"
